Id,SalePrice
1655,143000.0
1656,148500.0
1657,148500.0
1658,148500.0
1659,148500.0
1660,173000.0
1661,412500.0
1662,350000.0
1663,315000.0
1664,611657.0
1665,255500.0
1666,274900.0
1667,310000.0
1668,395192.0
1669,260000.0
1670,274900.0
1671,215000.0
1672,325000.0
1673,325000.0
1674,250000.0
1675,196000.0
1676,196000.0
1677,196000.0
1678,337500.0
1679,350000.0
1680,319900.0
1681,319900.0
1682,325000.0
1683,202500.0
1684,174000.0
1685,174000.0
1686,192000.0
1687,189000.0
1688,174000.0
1689,174000.0
1690,230000.0
1691,230000.0
1692,230000.0
1693,190000.0
1694,230000.0
1695,174000.0
1696,230000.0
1697,174000.0
1698,350000.0
1699,555000.0
1700,189000.0
1701,173000.0
1702,232000.0
1703,372500.0
1704,262500.0
1705,201000.0
1706,315000.0
1707,201000.0
1708,201000.0
1709,201000.0
1710,245000.0
1711,252678.0
1712,244600.0
1713,260000.0
1714,185000.0
1715,216000.0
1716,201000.0
1717,155000.0
1718,179000.0
1719,214000.0
1720,220000.0
1721,189000.0
1722,141000.0
1723,155000.0
1724,147000.0
1725,233000.0
1726,172500.0
1727,153900.0
1728,154000.0
1729,154000.0
1730,142953.0
1731,125000.0
1732,142000.0
1733,135000.0
1734,112000.0
1735,142000.0
1736,139000.0
1737,293077.0
1738,189000.0
1739,325000.0
1740,202665.0
1741,207500.0
1742,155000.0
1743,155000.0
1744,271900.0
1745,175000.0
1746,172500.0
1747,215000.0
1748,174000.0
1749,135000.0
1750,139000.0
1751,215000.0
1752,135000.0
1753,140000.0
1754,190000.0
1755,143000.0
1756,135000.0
1757,135000.0
1758,143000.0
1759,139000.0
1760,129000.0
1761,140000.0
1762,175000.0
1763,155000.0
1764,141000.0
1765,140000.0
1766,160000.0
1767,143000.0
1768,135000.0
1769,143000.0
1770,127000.0
1771,112000.0
1772,110000.0
1773,139000.0
1774,127500.0
1775,135000.0
1776,110000.0
1777,139000.0
1778,135000.0
1779,139000.0
1780,154000.0
1781,135000.0
1782,115000.0
1783,161000.0
1784,112000.0
1785,115000.0
1786,115000.0
1787,161000.0
1788,80000.0
1789,115000.0
1790,110000.0
1791,197900.0
1792,135000.0
1793,140000.0
1794,147000.0
1795,110000.0
1796,110000.0
1797,127500.0
1798,115000.0
1799,115000.0
1800,140000.0
1801,135000.0
1802,112000.0
1803,140000.0
1804,140000.0
1805,135000.0
1806,108000.0
1807,117500.0
1808,110000.0
1809,161000.0
1810,135000.0
1811,137000.0
1812,115000.0
1813,135000.0
1814,115000.0
1815,82000.0
1816,115000.0
1817,117500.0
1818,115000.0
1819,140000.0
1820,80000.0
1821,115000.0
1822,161000.0
1823,100000.0
1824,100000.0
1825,108000.0
1826,110000.0
1827,100000.0
1828,113000.0
1829,100000.0
1830,115000.0
1831,161000.0
1832,107000.0
1833,135000.0
1834,140000.0
1835,113000.0
1836,115000.0
1837,139000.0
1838,113000.0
1839,135000.0
1840,179000.0
1841,140000.0
1842,113000.0
1843,135000.0
1844,175000.0
1845,135000.0
1846,143000.0
1847,127500.0
1848,115000.0
1849,127500.0
1850,113000.0
1851,113000.0
1852,105000.0
1853,127000.0
1854,151000.0
1855,164500.0
1856,189000.0
1857,112000.0
1858,142953.0
1859,118858.0
1860,165000.0
1861,118858.0
1862,305000.0
1863,305000.0
1864,305000.0
1865,230000.0
1866,230000.0
1867,230000.0
1868,230000.0
1869,190000.0
1870,190000.0
1871,230000.0
1872,174000.0
1873,200000.0
1874,145000.0
1875,190000.0
1876,230000.0
1877,230000.0
1878,190000.0
1879,110000.0
1880,140000.0
1881,230000.0
1882,174000.0
1883,230000.0
1884,181000.0
1885,190000.0
1886,173000.0
1887,190000.0
1888,203000.0
1889,181000.0
1890,135000.0
1891,140000.0
1892,115000.0
1893,115000.0
1894,127500.0
1895,115000.0
1896,127500.0
1897,110000.0
1898,128000.0
1899,135000.0
1900,177000.0
1901,140000.0
1902,110000.0
1903,239000.0
1904,110000.0
1905,155000.0
1906,127000.0
1907,110000.0
1908,113000.0
1909,88000.0
1910,88000.0
1911,230000.0
1912,127000.0
1913,115000.0
1914,115000.0
1915,275000.0
1916,98000.0
1917,225000.0
1918,143000.0
1919,143000.0
1920,140000.0
1921,337500.0
1922,337500.0
1923,130500.0
1924,270000.0
1925,202900.0
1926,337500.0
1927,135000.0
1928,127000.0
1929,140000.0
1930,173000.0
1931,140000.0
1932,155000.0
1933,154000.0
1934,230000.0
1935,185000.0
1936,190000.0
1937,187500.0
1938,173000.0
1939,187500.0
1940,180000.0
1941,181000.0
1942,173000.0
1943,180000.0
1944,325000.0
1945,377426.0
1946,115000.0
1947,251000.0
1948,110000.0
1949,185000.0
1950,185000.0
1951,215000.0
1952,175000.0
1953,143000.0
1954,160000.0
1955,140000.0
1956,250000.0
1957,140000.0
1958,250000.0
1959,136000.0
1960,112000.0
1961,115000.0
1962,88000.0
1963,88000.0
1964,88000.0
1965,148500.0
1966,140000.0
1967,274900.0
1968,350000.0
1969,315000.0
1970,350000.0
1971,437154.0
1972,260000.0
1973,214000.0
1974,250000.0
1975,280000.0
1976,215000.0
1977,412500.0
1978,250000.0
1979,266000.0
1980,202500.0
1981,266000.0
1982,196000.0
1983,196000.0
1984,173000.0
1985,191000.0
1986,191000.0
1987,191000.0
1988,174000.0
1989,230000.0
1990,230000.0
1991,196000.0
1992,230000.0
1993,174000.0
1994,200000.0
1995,174000.0
1996,225000.0
1997,248000.0
1998,215000.0
1999,215000.0
2000,250000.0
2001,350000.0
2002,220000.0
2003,227875.0
2004,310000.0
2005,377426.0
2006,250580.0
2007,232000.0
2008,225000.0
2009,207500.0
2010,250000.0
2011,141000.0
2012,176000.0
2013,207500.0
2014,173000.0
2015,173000.0
2016,173000.0
2017,225000.0
2018,129000.0
2019,110500.0
2020,125000.0
2021,139000.0
2022,181500.0
2023,172500.0
2024,260000.0
2025,410000.0
2026,196000.0
2027,165000.0
2028,146000.0
2029,165000.0
2030,196000.0
2031,199900.0
2032,199900.0
2033,196000.0
2034,173733.0
2035,250000.0
2036,172500.0
2037,172500.0
2038,172500.0
2039,270000.0
2040,250000.0
2041,315000.0
2042,207500.0
2043,175000.0
2044,135000.0
2045,155000.0
2046,140000.0
2047,140000.0
2048,135000.0
2049,135000.0
2050,160000.0
2051,115000.0
2052,112000.0
2053,141000.0
2054,100000.0
2055,135000.0
2056,135000.0
2057,135000.0
2058,189000.0
2059,141000.0
2060,135000.0
2061,141000.0
2062,135000.0
2063,115000.0
2064,110000.0
2065,115000.0
2066,135000.0
2067,140000.0
2068,141000.0
2069,115000.0
2070,87000.0
2071,110000.0
2072,117500.0
2073,157000.0
2074,160000.0
2075,135000.0
2076,115000.0
2077,155000.0
2078,135000.0
2079,135000.0
2080,115000.0
2081,135000.0
2082,141000.0
2083,135000.0
2084,115000.0
2085,141000.0
2086,139000.0
2087,108000.0
2088,112000.0
2089,115000.0
2090,110000.0
2091,106250.0
2092,135000.0
2093,87000.0
2094,135000.0
2095,125000.0
2096,115000.0
2097,135000.0
2098,110000.0
2099,110000.0
2100,115000.0
2101,113000.0
2102,117500.0
2103,110000.0
2104,137000.0
2105,127000.0
2106,82000.0
2107,161000.0
2108,115000.0
2109,135000.0
2110,100000.0
2111,110000.0
2112,119000.0
2113,127000.0
2114,137500.0
2115,120000.0
2116,119000.0
2117,119000.0
2118,119000.0
2119,100000.0
2120,115000.0
2121,115000.0
2122,113000.0
2123,115000.0
2124,119000.0
2125,117500.0
2126,145000.0
2127,161000.0
2128,87000.0
2129,115000.0
2130,112000.0
2131,127500.0
2132,115000.0
2133,110000.0
2134,119000.0
2135,110000.0
2136,113000.0
2137,108000.0
2138,132500.0
2139,144000.0
2140,127000.0
2141,175000.0
2142,135000.0
2143,129000.0
2144,125000.0
2145,135000.0
2146,140000.0
2147,145000.0
2148,129000.0
2149,148000.0
2150,185000.0
2151,115000.0
2152,127000.0
2153,141000.0
2154,127000.0
2155,165000.0
2156,248000.0
2157,175000.0
2158,215000.0
2159,214000.0
2160,174000.0
2161,230000.0
2162,230000.0
2163,230000.0
2164,187500.0
2165,140000.0
2166,145000.0
2167,190000.0
2168,200000.0
2169,230000.0
2170,230000.0
2171,127000.0
2172,110000.0
2173,140000.0
2174,230000.0
2175,237000.0
2176,230000.0
2177,181000.0
2178,174000.0
2179,140000.0
2180,190000.0
2181,190000.0
2182,230000.0
2183,190000.0
2184,112000.0
2185,127000.0
2186,135000.0
2187,155000.0
2188,155000.0
2189,240000.0
2190,115000.0
2191,118000.0
2192,118000.0
2193,127000.0
2194,127000.0
2195,115000.0
2196,127500.0
2197,120000.0
2198,135000.0
2199,154000.0
2200,141000.0
2201,119000.0
2202,177000.0
2203,145000.0
2204,120000.0
2205,119000.0
2206,110000.0
2207,113000.0
2208,210000.0
2209,113000.0
2210,88000.0
2211,115000.0
2212,135000.0
2213,119000.0
2214,140000.0
2215,115000.0
2216,135000.0
2217,115000.0
2218,110000.0
2219,115000.0
2220,115000.0
2221,275000.0
2222,275000.0
2223,185000.0
2224,200000.0
2225,154000.0
2226,140000.0
2227,196000.0
2228,293077.0
2229,339750.0
2230,167500.0
2231,207500.0
2232,232000.0
2233,175000.0
2234,260000.0
2235,185000.0
2236,293077.0
2237,293077.0
2238,206300.0
2239,135000.0
2240,140000.0
2241,140000.0
2242,135000.0
2243,127000.0
2244,127000.0
2245,140000.0
2246,140000.0
2247,127000.0
2248,135000.0
2249,135000.0
2250,135000.0
2251,98000.0
2252,135000.0
2253,181000.0
2254,187500.0
2255,200000.0
2256,225000.0
2257,200000.0
2258,145000.0
2259,187500.0
2260,135000.0
2261,180000.0
2262,180000.0
2263,339750.0
2264,283463.0
2265,157000.0
2266,196000.0
2267,312500.0
2268,311872.0
2269,140000.0
2270,175000.0
2271,180000.0
2272,187500.0
2273,135000.0
2274,170000.0
2275,180000.0
2276,170000.0
2277,170000.0
2278,135000.0
2279,135000.0
2280,115000.0
2281,275000.0
2282,173000.0
2283,88000.0
2284,88000.0
2285,127000.0
2286,135000.0
2287,318000.0
2288,225000.0
2289,465000.0
2290,402861.0
2291,186500.0
2292,465000.0
2293,318000.0
2294,248000.0
2295,350000.0
2296,200000.0
2297,345000.0
2298,415298.0
2299,317000.0
2300,290000.0
2301,275000.0
2302,215000.0
2303,202500.0
2304,214000.0
2305,207500.0
2306,207500.0
2307,196000.0
2308,202500.0
2309,275000.0
2310,266000.0
2311,207500.0
2312,230000.0
2313,181000.0
2314,230000.0
2315,174000.0
2316,200000.0
2317,190000.0
2318,200000.0
2319,200000.0
2320,230000.0
2321,246578.0
2322,191000.0
2323,190000.0
2324,200000.0
2325,174000.0
2326,181000.0
2327,230000.0
2328,200000.0
2329,200000.0
2330,181000.0
2331,290000.0
2332,250000.0
2333,290000.0
2334,186500.0
2335,250000.0
2336,290000.0
2337,250580.0
2338,215000.0
2339,232000.0
2340,311872.0
2341,197000.0
2342,215000.0
2343,315000.0
2344,197000.0
2345,186500.0
2346,179000.0
2347,250580.0
2348,197000.0
2349,227875.0
2350,305000.0
2351,225000.0
2352,232000.0
2353,250000.0
2354,141000.0
2355,141000.0
2356,155000.0
2357,232000.0
2358,207500.0
2359,170000.0
2360,125000.0
2361,140000.0
2362,250000.0
2363,144000.0
2364,175000.0
2365,196000.0
2366,202665.0
2367,202665.0
2368,207500.0
2369,266000.0
2370,165000.0
2371,151000.0
2372,182000.0
2373,250000.0
2374,250000.0
2375,270000.0
2376,165000.0
2377,175000.0
2378,140000.0
2379,165000.0
2380,127000.0
2381,160000.0
2382,202500.0
2383,176000.0
2384,225000.0
2385,144000.0
2386,140000.0
2387,135000.0
2388,135000.0
2389,115000.0
2390,157000.0
2391,110000.0
2392,115000.0
2393,140000.0
2394,140000.0
2395,250000.0
2396,135000.0
2397,155000.0
2398,140000.0
2399,118000.0
2400,115000.0
2401,110000.0
2402,135000.0
2403,135000.0
2404,175000.0
2405,129000.0
2406,135000.0
2407,141000.0
2408,140000.0
2409,115000.0
2410,143000.0
2411,141000.0
2412,139000.0
2413,115000.0
2414,135000.0
2415,136905.0
2416,135000.0
2417,139000.0
2418,129000.0
2419,115000.0
2420,110000.0
2421,141000.0
2422,115000.0
2423,117000.0
2424,135000.0
2425,200000.0
2426,135000.0
2427,127000.0
2428,170000.0
2429,112000.0
2430,135000.0
2431,141000.0
2432,135000.0
2433,135000.0
2434,140000.0
2435,133000.0
2436,110000.0
2437,115000.0
2438,140000.0
2439,115000.0
2440,115000.0
2441,110000.0
2442,115000.0
2443,87000.0
2444,117000.0
2445,115000.0
2446,135000.0
2447,159500.0
2448,117500.0
2449,87000.0
2450,116000.0
2451,178000.0
2452,140000.0
2453,115000.0
2454,170000.0
2455,115000.0
2456,115000.0
2457,112000.0
2458,113000.0
2459,100000.0
2460,113000.0
2461,119000.0
2462,119000.0
2463,119000.0
2464,159500.0
2465,119000.0
2466,115000.0
2467,168000.0
2468,110000.0
2469,110000.0
2470,160000.0
2471,235000.0
2472,113000.0
2473,112000.0
2474,110000.0
2475,165000.0
2476,125000.0
2477,125000.0
2478,144000.0
2479,125000.0
2480,137000.0
2481,140000.0
2482,140000.0
2483,115000.0
2484,125000.0
2485,115000.0
2486,144000.0
2487,207500.0
2488,120000.0
2489,135000.0
2490,207500.0
2491,87000.0
2492,235000.0
2493,156000.0
2494,112000.0
2495,100000.0
2496,240000.0
2497,141000.0
2498,135000.0
2499,115000.0
2500,141000.0
2501,141000.0
2502,135000.0
2503,115000.0
2504,176000.0
2505,197000.0
2506,230000.0
2507,240000.0
2508,230000.0
2509,230000.0
2510,230000.0
2511,230000.0
2512,200000.0
2513,172500.0
2514,235000.0
2515,145000.0
2516,200000.0
2517,145000.0
2518,145000.0
2519,230000.0
2520,230000.0
2521,230000.0
2522,230000.0
2523,110000.0
2524,145000.0
2525,132500.0
2526,110000.0
2527,115000.0
2528,110000.0
2529,145000.0
2530,145000.0
2531,230000.0
2532,230000.0
2533,230000.0
2534,190000.0
2535,230000.0
2536,230000.0
2537,149000.0
2538,200000.0
2539,190000.0
2540,230000.0
2541,230000.0
2542,190000.0
2543,140000.0
2544,115000.0
2545,141000.0
2546,115000.0
2547,140000.0
2548,145000.0
2549,200000.0
2550,184750.0
2551,145000.0
2552,129000.0
2553,115000.0
2554,119000.0
2555,105000.0
2556,115000.0
2557,115000.0
2558,118500.0
2559,115000.0
2560,120000.0
2561,140000.0
2562,115000.0
2563,177000.0
2564,240000.0
2565,141000.0
2566,115000.0
2567,127500.0
2568,155000.0
2569,140000.0
2570,113000.0
2571,145000.0
2572,113000.0
2573,160000.0
2574,190000.0
2575,141000.0
2576,135000.0
2577,127000.0
2578,115000.0
2579,115000.0
2580,177000.0
2581,110000.0
2582,135000.0
2583,275000.0
2584,140000.0
2585,185000.0
2586,185000.0
2587,160000.0
2588,140000.0
2589,140000.0
2590,196000.0
2591,193500.0
2592,232000.0
2593,265900.0
2594,181500.0
2595,232000.0
2596,312500.0
2597,179000.0
2598,305000.0
2599,248900.0
2600,140000.0
2601,148000.0
2602,88000.0
2603,127000.0
2604,127000.0
2605,112000.0
2606,140000.0
2607,187500.0
2608,160000.0
2609,160000.0
2610,140000.0
2611,139000.0
2612,140000.0
2613,135000.0
2614,135000.0
2615,141000.0
2616,141000.0
2617,160000.0
2618,157000.0
2619,140000.0
2620,200000.0
2621,160000.0
2622,187500.0
2623,230000.0
2624,230000.0
2625,340000.0
2626,145000.0
2627,170000.0
2628,354000.0
2629,556581.0
2630,361919.0
2631,361919.0
2632,281213.0
2633,251000.0
2634,312500.0
2635,140000.0
2636,170000.0
2637,170000.0
2638,290000.0
2639,170000.0
2640,135000.0
2641,115000.0
2642,145000.0
2643,88000.0
2644,88000.0
2645,88000.0
2646,88000.0
2647,88000.0
2648,160000.0
2649,135000.0
2650,127000.0
2651,160000.0
2652,290000.0
2653,275000.0
2654,318000.0
2655,315000.0
2656,281000.0
2657,275000.0
2658,225000.0
2659,309000.0
2660,275000.0
2661,315000.0
2662,275000.0
2663,290000.0
2664,275000.0
2665,275000.0
2666,266000.0
2667,230000.0
2668,200000.0
2669,190000.0
2670,200000.0
2671,200000.0
2672,246578.0
2673,246578.0
2674,246578.0
2675,191000.0
2676,230000.0
2677,230000.0
2678,200000.0
2679,290000.0
2680,290000.0
2681,290000.0
2682,290000.0
2683,301000.0
2684,290000.0
2685,238000.0
2686,205950.0
2687,290000.0
2688,232000.0
2689,232000.0
2690,325624.0
2691,186500.0
2692,142500.0
2693,232000.0
2694,142500.0
2695,186500.0
2696,186500.0
2697,186500.0
2698,225000.0
2699,165000.0
2700,170000.0
2701,207500.0
2702,87000.0
2703,135000.0
2704,135000.0
2705,135000.0
2706,158000.0
2707,144000.0
2708,127000.0
2709,127000.0
2710,135000.0
2711,164500.0
2712,250000.0
2713,197000.0
2714,151000.0
2715,151000.0
2716,197000.0
2717,215000.0
2718,182000.0
2719,145000.0
2720,135000.0
2721,135000.0
2722,160000.0
2723,135000.0
2724,140000.0
2725,135000.0
2726,140000.0
2727,127000.0
2728,144000.0
2729,140000.0
2730,135000.0
2731,135000.0
2732,115000.0
2733,135000.0
2734,110000.0
2735,135000.0
2736,120000.0
2737,115000.0
2738,135000.0
2739,140000.0
2740,140000.0
2741,110000.0
2742,160000.0
2743,141000.0
2744,141000.0
2745,135000.0
2746,135000.0
2747,157000.0
2748,144000.0
2749,141000.0
2750,140000.0
2751,135000.0
2752,140000.0
2753,135000.0
2754,168000.0
2755,116000.0
2756,117000.0
2757,87000.0
2758,112000.0
2759,140000.0
2760,118500.0
2761,127000.0
2762,127000.0
2763,140000.0
2764,160000.0
2765,207500.0
2766,144000.0
2767,115000.0
2768,110000.0
2769,135000.0
2770,141000.0
2771,135000.0
2772,127000.0
2773,135000.0
2774,115000.0
2775,87000.0
2776,117000.0
2777,132500.0
2778,116000.0
2779,90000.0
2780,115000.0
2781,87000.0
2782,112000.0
2783,87000.0
2784,129000.0
2785,87000.0
2786,110000.0
2787,116000.0
2788,87000.0
2789,114504.0
2790,114504.0
2791,110000.0
2792,100000.0
2793,127000.0
2794,112000.0
2795,115000.0
2796,115000.0
2797,135000.0
2798,115000.0
2799,115000.0
2800,115000.0
2801,115000.0
2802,144000.0
2803,137000.0
2804,140000.0
2805,115000.0
2806,87000.0
2807,155000.0
2808,175000.0
2809,132500.0
2810,132500.0
2811,144000.0
2812,144000.0
2813,135000.0
2814,135000.0
2815,87000.0
2816,140000.0
2817,141000.0
2818,137000.0
2819,145000.0
2820,110000.0
2821,115000.0
2822,180500.0
2823,359100.0
2824,145000.0
2825,120000.0
2826,135000.0
2827,115000.0
2828,250000.0
2829,207500.0
2830,230000.0
2831,190000.0
2832,185000.0
2833,230000.0
2834,200000.0
2835,230000.0
2836,230000.0
2837,140000.0
2838,145000.0
2839,230000.0
2840,185000.0
2841,200000.0
2842,200000.0
2843,149900.0
2844,127000.0
2845,118000.0
2846,230000.0
2847,200000.0
2848,155000.0
2849,200000.0
2850,230000.0
2851,200000.0
2852,200000.0
2853,200000.0
2854,145000.0
2855,230000.0
2856,200000.0
2857,230000.0
2858,190000.0
2859,145000.0
2860,127500.0
2861,149900.0
2862,230000.0
2863,84500.0
2864,200000.0
2865,145000.0
2866,130000.0
2867,115000.0
2868,115000.0
2869,100000.0
2870,145000.0
2871,114500.0
2872,115000.0
2873,115000.0
2874,135000.0
2875,125000.0
2876,110500.0
2877,144000.0
2878,115000.0
2879,87000.0
2880,116000.0
2881,141000.0
2882,141000.0
2883,119000.0
2884,235000.0
2885,239000.0
2886,235000.0
2887,115000.0
2888,135000.0
2889,115000.0
2890,115000.0
2891,115000.0
2892,115000.0
2893,93000.0
2894,115000.0
2895,275000.0
2896,275000.0
2897,180000.0
2898,145000.0
2899,240000.0
2900,145000.0
2901,175000.0
2902,270000.0
2903,377426.0
2904,270000.0
2905,115000.0
2906,206300.0
2907,88000.0
2908,135000.0
2909,145000.0
2910,127000.0
2911,88000.0
2912,141000.0
2913,88000.0
2914,88000.0
2915,88000.0
2916,88000.0
2917,129000.0
2918,84500.0
2919,225000.0
