Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
82,120,2,32.0,4500,1,3,1,1,1,2,1,5,1,1,4,2,6,5,1998,1998,2,1,1,1,1,443.0,2,2,1,3,2,1,1,1201.0,1,0.0,36.0,1237.0,1,1,1,1,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,1,0,3,1,1998.0,3,2.0,405.0,1,1,1,0,199,0,0,0,0,4,2,2,0,3,2006,1,1,153500.0
155,30,2,84.0,11340,1,2,1,1,1,3,1,8,1,1,1,2,6,5,1923,1950,1,1,3,6,2,0.0,2,1,3,2,1,1,3,0.0,1,0.0,1200.0,1200.0,1,3,1,3,1200,0,0,1200,0.0,0.0,1,0,4,1,2,7,1,0,2,2,1923.0,2,1.0,312.0,2,2,1,0,0,228,0,0,0,4,2,2,0,3,2006,1,6,125000.0
160,60,1,134.0,19378,1,2,2,4,1,3,1,18,1,1,1,1,7,5,2005,2006,1,1,1,1,1,456.0,1,1,1,1,1,3,1,57.0,1,0.0,1335.0,1392.0,1,1,1,1,1392,1070,0,2462,1.0,0.0,2,1,4,1,1,9,1,1,3,1,2006.0,1,2.0,576.0,1,1,1,239,132,0,168,0,0,4,2,2,0,3,2006,2,3,320000.0
198,75,1,174.0,25419,1,2,1,1,1,3,1,12,4,1,1,1,8,4,1918,1990,1,1,10,9,2,0.0,1,2,1,2,1,1,1,1036.0,6,184.0,140.0,1360.0,1,2,1,1,1360,1360,392,3112,1.0,1.0,2,0,4,1,1,8,1,1,5,2,1918.0,2,2.0,795.0,1,1,1,0,16,552,0,0,512,2,4,2,0,3,2006,1,2,235000.0
220,120,1,43.0,3010,1,3,1,1,1,1,1,22,1,1,4,2,7,5,2005,2006,1,1,1,1,1,16.0,1,1,1,1,1,4,1,16.0,1,0.0,1232.0,1248.0,1,1,1,1,1248,0,0,1248,0.0,0.0,2,0,2,1,1,5,1,0,3,1,2005.0,3,2.0,438.0,1,1,1,108,0,0,0,0,0,4,2,2,0,3,2006,2,3,167240.0
294,60,1,100.94953582641418,16659,1,2,2,1,1,3,1,7,8,1,1,1,7,7,1977,1994,1,1,8,5,1,34.0,2,1,2,2,1,1,2,795.0,1,0.0,0.0,795.0,1,4,1,1,1468,795,0,2263,1.0,0.0,2,1,3,1,1,9,1,1,2,1,1977.0,3,2.0,539.0,1,1,1,0,250,0,0,0,0,2,2,2,0,3,2006,1,1,235000.0
296,80,1,37.0,7937,1,2,2,1,1,4,1,5,1,1,1,6,6,6,1984,1984,1,1,4,4,2,0.0,2,1,2,2,1,4,1,819.0,1,0.0,184.0,1003.0,1,3,1,1,1003,0,0,1003,1.0,0.0,1,0,3,1,2,6,1,0,2,2,1984.0,2,2.0,588.0,1,1,1,120,0,0,0,0,0,4,4,2,0,3,2006,1,1,142500.0
417,60,1,74.0,7844,1,2,1,1,1,1,1,10,1,1,1,1,6,7,1978,1978,2,1,4,4,1,203.0,2,1,2,2,1,1,2,209.0,1,0.0,463.0,672.0,1,3,1,1,672,728,0,1400,0.0,0.0,1,1,3,1,2,6,1,1,2,1,1978.0,3,2.0,440.0,1,1,1,0,0,0,0,0,0,4,2,2,0,3,2006,1,1,149500.0
481,20,1,98.0,16033,1,2,2,1,1,2,1,11,1,1,1,2,9,5,2004,2005,2,1,1,1,1,378.0,1,1,1,3,1,2,1,1261.0,1,0.0,572.0,1833.0,1,1,1,1,1850,0,0,1850,1.0,0.0,2,0,3,1,1,8,1,1,3,1,2004.0,3,3.0,772.0,1,1,1,519,112,0,0,0,0,2,2,2,0,3,2006,1,1,326000.0
586,20,1,88.0,11443,1,2,1,1,1,1,1,17,1,1,1,2,8,5,2005,2006,2,1,1,1,1,208.0,1,1,1,3,1,2,1,1460.0,1,0.0,408.0,1868.0,1,1,1,1,2028,0,0,2028,1.0,0.0,2,0,2,1,1,7,1,2,3,1,2005.0,1,3.0,880.0,1,1,1,326,66,0,0,0,0,2,2,2,0,3,2006,2,3,369900.0
599,20,1,80.0,12984,1,2,1,2,1,1,1,3,1,1,1,2,5,6,1977,1977,1,1,8,5,1,459.0,2,1,2,1,1,3,2,1283.0,6,147.0,0.0,1430.0,1,1,1,1,1647,0,0,1647,1.0,0.0,2,0,3,1,1,7,1,1,2,1,1977.0,3,2.0,621.0,1,1,1,0,0,0,0,0,0,2,2,2,0,3,2006,1,1,217500.0
754,60,1,80.0,10240,1,2,1,1,1,1,1,11,1,1,1,1,8,5,2005,2005,1,1,1,1,1,178.0,1,1,1,1,1,3,3,0.0,1,0.0,1030.0,1030.0,1,2,1,1,1038,1060,0,2098,0.0,0.0,2,1,3,1,3,8,1,1,3,1,2005.0,1,3.0,878.0,1,1,1,192,52,0,0,0,0,4,4,2,0,3,2006,1,1,275500.0
884,75,1,60.0,6204,1,2,1,2,1,1,1,24,1,1,1,8,4,5,1912,1950,1,1,3,6,2,0.0,1,1,1,2,4,1,3,0.0,1,0.0,795.0,795.0,1,3,2,1,954,795,481,2230,1.0,0.0,1,0,5,1,2,10,1,0,3,2,1997.0,2,1.0,440.0,1,4,1,0,188,0,0,0,0,4,2,2,0,3,2006,1,1,118500.0
947,80,1,70.0,8163,1,2,1,1,1,1,1,12,1,1,1,6,5,6,1959,1959,1,1,4,4,1,128.0,2,2,2,2,1,4,2,748.0,2,294.0,102.0,1144.0,1,3,1,1,1144,0,0,1144,1.0,0.0,1,0,3,1,2,6,1,1,2,1,1959.0,1,1.0,796.0,1,1,1,86,0,0,0,0,0,4,2,2,0,3,2006,1,1,143000.0
970,190,1,75.0,10382,1,2,1,1,1,1,1,12,1,1,2,6,6,5,1958,1958,2,1,4,4,1,105.0,2,3,2,2,1,2,2,513.0,1,0.0,75.0,588.0,1,3,1,1,1095,0,0,1095,1.0,0.0,1,0,2,1,2,6,1,0,2,1,1958.0,1,1.0,264.0,1,1,1,0,0,0,0,0,0,4,2,2,0,3,2006,4,1,140000.0
1078,20,1,66.74596605152605,15870,1,2,2,1,1,3,1,12,1,1,1,2,5,5,1969,1969,1,1,1,5,2,0.0,2,1,2,2,1,3,5,75.0,5,791.0,230.0,1096.0,1,1,1,1,1096,0,0,1096,1.0,0.0,1,0,3,1,2,6,1,0,3,1,1969.0,3,1.0,299.0,1,1,1,240,32,0,0,0,0,2,2,2,0,3,2006,1,2,138800.0
1084,20,1,80.0,8800,1,2,1,1,1,1,1,12,1,1,1,2,6,6,1964,1964,2,1,4,4,1,425.0,2,1,2,2,1,1,5,553.0,1,0.0,698.0,1251.0,1,3,1,1,1251,0,0,1251,1.0,0.0,1,0,3,1,2,6,1,2,3,1,1964.0,1,1.0,461.0,1,1,1,0,116,0,0,0,0,4,2,2,700,3,2006,1,1,160000.0
1186,50,1,60.0,9738,1,2,1,1,1,1,1,16,1,1,1,3,5,7,1924,1950,1,1,9,10,2,0.0,2,2,3,2,1,1,5,392.0,1,0.0,392.0,784.0,1,2,1,1,949,272,0,1221,1.0,0.0,1,0,4,1,2,7,1,0,3,1,1965.0,2,1.0,392.0,1,1,1,0,0,236,0,0,0,4,2,2,0,3,2006,1,1,104900.0
1239,20,1,63.0,13072,1,2,1,1,1,1,1,13,5,1,1,2,6,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0.0,1,0.0,1141.0,1141.0,1,1,1,1,1141,0,0,1141,0.0,0.0,1,1,3,1,2,6,1,0,3,2,2005.0,2,2.0,484.0,1,1,1,0,0,0,0,0,0,2,2,2,0,3,2006,1,2,142500.0
1252,120,1,43.79218688605722,3136,1,3,2,1,1,3,1,11,1,1,4,2,7,5,2003,2003,1,1,1,3,3,163.0,1,1,1,1,1,1,3,0.0,1,0.0,1405.0,1405.0,1,1,1,1,1405,0,0,1405,0.0,0.0,2,0,2,1,1,6,1,1,3,1,2003.0,1,2.0,478.0,1,1,1,148,36,0,0,0,0,4,2,2,0,3,2006,1,1,171750.0
1266,160,4,35.0,3735,1,2,1,1,1,5,1,6,1,1,4,1,7,5,1999,1999,2,1,2,2,1,218.0,1,1,1,1,1,1,1,450.0,1,0.0,241.0,691.0,1,1,1,1,713,739,0,1452,1.0,0.0,2,1,3,1,1,6,1,0,3,2,1999.0,2,2.0,506.0,1,1,1,0,34,0,0,0,0,4,2,2,0,3,2006,1,1,183900.0
1294,60,1,78.0,10140,1,2,1,1,1,1,1,7,1,1,1,1,7,5,1976,1976,1,1,4,4,2,0.0,2,1,1,1,1,1,1,194.0,1,0.0,638.0,832.0,1,3,1,1,832,832,0,1664,0.0,0.0,2,1,4,1,2,8,1,1,2,1,1976.0,1,2.0,528.0,1,1,1,0,28,0,0,259,0,4,3,2,0,3,2006,1,1,162900.0
1338,30,2,153.0,4118,1,2,2,2,1,3,2,8,2,1,1,2,4,4,1941,1950,1,1,3,6,2,0.0,2,1,2,2,1,1,3,0.0,1,0.0,693.0,693.0,3,4,2,3,693,0,0,693,0.0,0.0,1,0,2,1,4,4,1,0,3,1,1990.1901230481237,3,0.0,0.0,1,1,2,0,20,0,0,0,0,4,2,2,0,3,2006,1,1,52500.0
146,160,2,24.0,2522,1,3,1,1,1,1,1,16,1,1,5,1,6,5,2004,2006,1,1,1,1,3,50.0,1,1,1,1,1,1,3,0.0,1,0.0,970.0,970.0,1,1,1,1,970,739,0,1709,0.0,0.0,2,0,3,1,1,7,3,0,2,2,2004.0,2,2.0,380.0,1,1,1,0,40,0,0,0,0,4,4,2,0,4,2006,1,1,130000.0
150,50,2,54.150702826909544,6240,1,2,1,1,1,1,1,9,1,1,1,3,5,4,1936,1950,1,1,2,2,2,0.0,2,1,3,1,1,1,3,0.0,1,0.0,896.0,896.0,1,2,1,3,896,448,0,1344,0.0,0.0,1,0,3,1,2,7,1,0,3,2,1936.0,2,1.0,240.0,2,1,1,200,114,0,0,0,0,4,2,2,0,4,2006,1,1,115000.0
243,50,2,63.0,5000,1,2,1,1,1,3,1,8,1,1,1,3,5,4,1900,1950,1,1,3,6,2,0.0,2,1,3,2,1,1,3,0.0,1,0.0,540.0,540.0,1,2,2,3,889,551,0,1440,0.0,0.0,1,0,3,1,2,6,1,0,3,1,1940.0,2,1.0,352.0,2,1,1,0,0,77,0,0,0,4,2,2,0,4,2006,1,1,79000.0
247,190,2,69.0,9142,1,2,1,1,1,1,1,8,1,1,2,1,6,8,1910,1950,1,1,9,10,2,0.0,2,3,6,5,1,1,3,0.0,1,0.0,1020.0,1020.0,1,2,2,4,908,1020,0,1928,0.0,0.0,2,0,4,2,4,9,1,0,2,2,1910.0,2,1.0,440.0,6,5,1,0,60,112,0,0,0,4,4,2,0,4,2006,1,1,137000.0
328,20,1,80.0,11600,1,2,1,1,1,1,1,12,1,1,1,2,6,5,1960,1960,2,1,3,6,1,175.0,2,1,2,2,1,1,4,565.0,1,0.0,818.0,1383.0,1,3,1,1,1383,0,0,1383,0.0,0.0,1,1,3,1,2,7,1,0,3,1,1960.0,1,1.0,292.0,1,1,1,0,45,0,0,0,0,4,2,2,0,4,2006,1,1,145250.0
350,60,1,56.0,20431,1,2,3,1,1,1,1,11,1,1,1,1,9,5,2005,2006,2,1,7,7,1,870.0,3,1,1,3,1,1,1,1410.0,1,0.0,438.0,1848.0,1,1,1,1,1848,880,0,2728,1.0,0.0,2,1,4,1,3,10,1,2,5,1,2006.0,3,3.0,706.0,1,1,1,0,0,0,0,0,0,4,2,2,0,4,2006,2,3,437154.0
394,30,1,61.87597697182121,7446,1,2,1,1,1,3,1,9,2,1,1,2,4,5,1941,1950,1,1,6,3,2,0.0,2,1,2,2,1,1,4,266.0,1,0.0,522.0,788.0,1,3,1,3,788,0,0,788,0.0,0.0,1,0,2,1,2,4,1,2,2,2,1964.350549347897,2,0.0,0.0,1,1,1,0,0,0,0,0,0,4,3,2,0,4,2006,1,2,100000.0
526,20,4,62.0,7500,1,3,1,1,1,1,1,6,1,1,1,2,7,5,2005,2005,1,1,1,1,2,0.0,1,1,1,1,1,1,3,0.0,1,0.0,1257.0,1257.0,1,1,1,1,1266,0,0,1266,0.0,0.0,2,0,3,1,1,6,1,1,2,1,2005.0,2,2.0,453.0,1,1,1,38,144,0,0,0,0,4,3,2,0,4,2006,1,1,176000.0
562,20,1,77.0,10010,1,2,1,1,1,1,2,5,1,1,1,2,5,5,1974,1975,1,1,4,4,2,0.0,2,1,2,1,1,4,2,1071.0,6,123.0,195.0,1389.0,1,2,1,1,1389,0,0,1389,1.0,0.0,1,0,2,1,2,6,1,1,2,1,1975.0,1,2.0,418.0,1,1,1,240,38,0,0,0,0,4,2,2,0,4,2006,1,1,170000.0
693,60,1,42.0,26178,1,2,2,1,1,1,2,17,1,1,1,1,7,5,1989,1990,2,1,2,2,1,293.0,1,1,1,1,1,2,1,965.0,1,0.0,245.0,1210.0,1,1,1,1,1238,1281,0,2519,1.0,0.0,2,1,4,1,1,9,1,2,3,1,1989.0,1,2.0,628.0,1,1,1,320,27,0,0,0,0,2,4,2,0,4,2006,1,1,335000.0
765,120,1,30.0,9549,1,2,2,1,1,4,1,2,1,1,4,2,8,5,1995,1996,2,1,5,8,2,0.0,1,2,1,1,2,4,7,437.0,7,1057.0,0.0,1494.0,1,1,1,1,1494,0,0,1494,1.0,0.0,1,1,2,1,3,6,1,1,3,1,1995.0,3,2.0,481.0,1,1,1,0,30,0,0,216,0,4,2,2,0,4,2006,1,1,270000.0
772,20,1,67.0,8877,1,2,1,1,1,1,1,16,1,1,1,2,4,5,1951,1951,1,1,3,6,2,0.0,2,1,2,5,4,1,7,836.0,1,0.0,0.0,836.0,1,3,1,2,1220,0,0,1220,0.0,0.0,1,0,2,1,2,6,1,0,3,2,1951.0,2,2.0,396.0,1,1,1,0,0,0,0,0,0,4,2,2,0,4,2006,3,1,102000.0
897,30,2,50.0,8765,1,2,1,1,1,1,1,14,1,1,1,2,4,6,1936,1950,1,1,3,6,2,0.0,2,1,3,2,1,1,2,285.0,1,0.0,666.0,951.0,1,1,2,1,951,0,0,951,0.0,0.0,1,0,2,1,2,6,1,0,3,2,1936.0,2,1.0,327.0,1,1,1,0,28,0,0,0,0,4,2,2,0,4,2006,1,2,106500.0
976,160,4,30.590250735822565,2651,1,3,1,1,1,2,1,6,1,1,5,1,7,5,2000,2000,1,1,2,2,2,0.0,1,1,1,1,1,1,1,641.0,1,0.0,32.0,673.0,1,1,1,1,673,709,0,1382,1.0,0.0,2,1,3,1,1,6,1,0,2,2,2000.0,2,2.0,490.0,1,1,1,153,50,0,0,0,0,4,4,2,0,4,2006,1,1,165000.0
1077,50,1,60.0,10800,1,2,1,1,1,1,1,8,1,1,1,3,5,8,1936,1989,1,1,3,6,2,0.0,2,1,2,5,1,1,2,626.0,1,0.0,170.0,796.0,1,2,1,1,1096,370,0,1466,0.0,1.0,2,0,3,1,1,7,2,1,2,1,1950.0,2,2.0,566.0,1,1,1,436,21,0,0,0,0,4,2,2,500,4,2006,1,1,170000.0
1089,160,2,24.0,2522,1,3,1,1,1,1,1,16,1,1,5,1,7,5,2004,2004,1,1,1,1,3,50.0,1,1,1,1,1,1,3,0.0,1,0.0,970.0,970.0,1,1,1,1,970,739,0,1709,0.0,0.0,2,0,3,1,1,7,3,0,2,2,2004.0,2,2.0,380.0,1,1,1,0,40,0,0,0,0,4,4,2,0,4,2006,1,1,137500.0
1090,120,4,37.0,3316,1,3,2,1,1,1,1,6,1,1,4,2,8,5,2005,2005,1,1,2,2,2,0.0,1,1,1,1,1,1,1,1039.0,1,0.0,208.0,1247.0,1,1,1,1,1247,0,0,1247,1.0,0.0,1,1,1,1,1,4,1,1,3,1,2005.0,3,2.0,550.0,1,1,1,0,84,0,0,0,0,4,2,2,0,4,2006,1,1,197000.0
1180,20,1,77.0,8335,1,2,1,1,1,3,1,16,1,1,1,2,5,5,1954,1954,1,1,3,6,2,0.0,2,1,5,2,1,1,5,0.0,1,0.0,0.0,0.0,1,2,1,1,1124,0,0,1124,0.0,0.0,1,0,3,1,2,5,4,1,3,1,1958.6316998868488,2,0.0,0.0,1,1,2,0,36,190,0,0,0,4,2,2,0,4,2006,1,1,93000.0
1181,60,1,74.6477396151802,11170,1,2,3,1,1,3,1,17,1,1,1,1,7,5,1990,1991,1,1,2,2,2,0.0,2,1,4,1,1,1,7,1216.0,1,0.0,0.0,1216.0,1,1,1,1,1298,1216,0,2514,0.0,0.0,2,1,4,1,2,8,1,0,3,1,1990.0,3,2.0,693.0,1,1,1,0,0,0,0,0,0,4,4,2,0,4,2006,1,1,250000.0
1220,160,2,21.0,1680,1,3,1,1,1,1,1,23,1,1,5,1,6,5,1971,1971,1,1,7,7,1,236.0,2,1,2,2,1,1,3,0.0,1,0.0,672.0,672.0,1,3,1,1,672,546,0,1218,0.0,0.0,1,1,3,1,2,7,1,0,2,2,1976.8182454662112,2,0.0,0.0,1,1,2,201,0,0,0,0,0,4,4,2,0,4,2006,1,2,91500.0
1295,20,1,60.0,8172,1,2,1,1,1,1,1,16,1,1,1,2,5,7,1955,1990,2,1,6,5,2,0.0,2,1,2,2,1,1,4,167.0,1,0.0,697.0,864.0,1,3,1,1,864,0,0,864,1.0,0.0,1,0,2,1,2,5,1,0,2,2,1957.0,2,2.0,572.0,1,1,2,0,0,0,0,0,0,4,2,2,0,4,2006,1,1,115000.0
1304,20,1,73.0,8688,1,2,1,1,1,1,1,6,1,1,1,2,7,5,2005,2005,1,1,1,1,1,228.0,1,1,1,1,1,4,3,0.0,1,0.0,1616.0,1616.0,1,1,1,1,1616,0,0,1616,0.0,0.0,2,0,3,1,1,7,1,0,3,1,2005.0,1,3.0,834.0,1,1,1,208,59,0,0,0,0,4,4,2,0,4,2006,1,1,232000.0
1305,160,2,32.0,3363,1,3,1,1,1,1,1,16,1,1,4,1,7,5,2004,2004,1,1,1,1,3,117.0,1,1,1,1,1,1,3,0.0,1,0.0,976.0,976.0,1,1,1,1,976,732,0,1708,0.0,0.0,2,0,3,1,1,7,3,0,3,2,2004.0,2,2.0,380.0,1,1,1,0,40,0,0,0,0,4,2,2,0,4,2006,1,1,130000.0
1365,160,4,30.0,3180,1,3,1,1,1,1,1,6,1,1,4,1,7,5,2005,2005,1,1,2,2,2,0.0,1,1,1,1,1,1,3,0.0,1,0.0,600.0,600.0,1,1,1,1,520,600,80,1200,0.0,0.0,2,1,2,1,1,4,1,0,3,2,2005.0,1,2.0,480.0,1,1,1,0,166,0,0,0,0,4,2,2,0,4,2006,1,2,144152.0
61,20,1,63.0,13072,1,2,1,1,1,1,1,13,5,1,1,2,6,5,2004,2004,1,1,1,1,2,0.0,2,1,1,1,1,1,2,941.0,1,0.0,217.0,1158.0,1,1,1,1,1158,0,0,1158,1.0,0.0,1,1,3,1,1,5,1,0,3,2,2006.0,2,2.0,576.0,1,1,1,0,50,0,0,0,0,2,2,2,0,5,2006,2,3,158000.0
