Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
11,0.0,3.0,1.678082191780822,0.46273574984224913,1.0,0.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,4.444444444444445,5.0,6.739130434782608,2.5,3.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,1.605244507441531,5.0,0.0,0.5736301369863014,1.702127659574468,1.0,0.0,1.0,4.0,1.482881747532031,0.0,0.0,1.3300678221552373,3.333333333333333,0.0,2.5,0.0,3.75,3.333333333333333,3.0,2.307692307692308,6.0,0.0,4.0,5.0,2.2435897435897436,2.0,2.0,2.5806451612903225,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.9090909090909092,5.0,8.0,4.0,129500.0
12,2.3529411764705883,3.0,2.191780821917808,0.4965762228610157,1.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,5.0,8.88888888888889,5.0,9.63768115942029,9.333333333333334,3.0,1.0,14.0,15.0,3.0,1.7874999999999999,0.0,4.0,2.0,0.0,3.0,3.0,2.0,1.7682494684620838,5.0,0.0,0.7577054794520548,1.9230769230769231,1.0,0.0,1.0,4.0,1.7811384162990969,5.530266343825666,0.0,3.749058025621703,3.333333333333333,0.0,7.5,0.0,5.0,3.333333333333333,0.0,6.923076923076923,6.0,5.0,2.0,3.0,3.525641025641026,0.0,6.0,4.946236559139785,4.0,4.0,2.0,1.0323033707865168,0.2830188679245283,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.454545454545454,0.0,6.0,5.0,345000.0
13,0.0,3.0,1.8335616438356168,0.5453738110261983,1.0,0.0,1.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,4.444444444444445,6.25,6.521739130434783,2.0,3.0,1.0,6.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,1.3058114812189936,5.0,0.0,0.7491438356164383,1.492635024549918,1.0,4.0,1.0,4.0,1.214030665826507,0.0,0.0,1.0889223813112283,3.333333333333333,0.0,2.5,0.0,2.5,3.333333333333333,3.0,1.5384615384615385,6.0,0.0,1.0,5.0,2.1474358974358974,2.0,2.0,2.3655913978494625,4.0,4.0,2.0,0.9831460674157304,0.0,0.0,0.0,3.055555555555556,0.0,1.0,2.0,2.0,0.0,7.272727272727273,5.0,8.0,4.0,144000.0
14,0.0,3.0,2.3972602739726026,0.43712169015401153,1.0,1.0,0.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,6.666666666666666,5.0,9.710144927536232,9.5,1.0,1.0,12.0,13.0,3.0,1.9125,2.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,6.39554794520548,2.4451718494271684,1.0,0.0,1.0,4.0,2.4364629279563115,0.0,0.0,2.185380557648832,0.0,0.0,5.0,0.0,3.75,3.333333333333333,2.0,3.8461538461538463,6.0,2.5,2.0,1.0,3.557692307692308,1.0,6.0,5.645161290322581,4.0,4.0,2.0,1.1235955056179776,0.444743935309973,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,6.363636363636363,2.5,6.0,5.0,279500.0
15,0.0,3.0,2.0106164383561667,0.44964827408913505,1.0,0.0,0.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,5.555555555555555,5.0,6.3768115942028984,1.6666666666666665,3.0,1.0,8.0,8.0,1.0,1.3250000000000002,3.0,4.0,1.0,3.0,3.0,3.0,1.0,1.2987243090007086,5.0,0.0,2.2260273972602738,2.0507364975450084,1.0,4.0,1.0,4.0,1.9302667506826297,0.0,0.0,1.7313489073097212,3.333333333333333,0.0,2.5,5.0,2.5,3.333333333333333,3.0,2.307692307692308,6.0,2.5,1.0,1.0,2.0833333333333335,1.0,2.0,2.3655913978494625,4.0,4.0,2.0,0.0,2.870619946091644,1.7391304347826086,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.6363636363636367,5.0,8.0,4.0,157000.0
16,1.4705882352941178,4.0,1.0273972602739725,0.22529154689289302,1.0,1.0,3.0,3.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,1.0,6.666666666666666,8.75,4.130434782608695,8.5,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,3.5616438356164384,1.3617021276595744,1.0,0.0,1.0,0.0,1.0922075194286915,0.0,0.0,0.9796533534287867,0.0,0.0,2.5,0.0,2.5,3.333333333333333,3.0,2.307692307692308,6.0,0.0,2.0,5.0,3.076923076923077,2.0,4.0,3.870967741935484,4.0,4.0,2.0,0.33707865168539325,1.5094339622641508,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,5.454545454545454,2.5,8.0,4.0,132000.0
17,0.0,3.0,1.9219178082191775,0.46465213022038376,1.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0,5.555555555555555,7.5,7.101449275362319,3.333333333333333,1.0,1.0,13.0,14.0,1.0,1.125,3.0,4.0,1.0,3.0,3.0,3.0,0.0,1.0240963855421685,5.0,0.0,1.8236301369863015,1.6432078559738135,1.0,0.0,1.0,4.0,1.4072673808023526,0.0,0.0,1.2622456669178597,3.333333333333333,0.0,2.5,0.0,2.5,3.333333333333333,3.0,2.307692307692308,6.0,2.5,4.0,1.0,2.4038461538461537,0.0,4.0,3.225806451612903,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.4117647058823529,1.8181818181818183,10.0,8.0,4.0,149000.0
18,4.117647058823529,3.0,1.7465753424657535,0.44361868704573604,1.0,1.0,3.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,2.0,2.0,3.333333333333333,5.0,6.884057971014492,2.833333333333333,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,3.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,0.0,0.0,1.0,4.0,1.0,4.0,2.0205839109430794,0.0,0.0,1.8123587038432554,0.0,0.0,5.0,0.0,2.5,6.666666666666666,3.0,3.076923076923077,6.0,0.0,4.0,4.0,2.307692307692308,2.0,4.0,3.467741935483871,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.29411764705882354,8.181818181818182,0.0,8.0,4.0,90000.0
19,0.0,3.0,1.541095890410959,0.5793545069994624,1.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,5.0,2.0,0.0,2.0,4.444444444444445,5.0,9.565217391304348,9.0,1.0,1.0,12.0,13.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,2.0,1.144578313253012,5.0,0.0,2.0034246575342465,1.823240589198036,1.0,0.0,1.0,4.0,1.638311279143037,0.0,0.0,1.46948003014318,3.333333333333333,0.0,2.5,5.0,3.75,3.333333333333333,2.0,3.076923076923077,6.0,0.0,2.0,5.0,3.4935897435897436,2.0,4.0,3.870967741935484,4.0,4.0,2.0,0.0,1.3746630727762805,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.545454545454545,5.0,8.0,4.0,159000.0
20,0.0,3.0,1.678082191780822,0.2925985650517656,1.0,0.0,3.0,3.0,0.0,4.0,0.0,12.0,2.0,2.0,0.0,2.0,4.444444444444445,6.25,6.231884057971015,2.5,3.0,1.0,3.0,10.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,3.0,0.892983699503898,5.0,0.0,2.247431506849315,1.6841243862520459,1.0,4.0,1.0,4.0,2.1109010712035285,0.0,0.0,1.8933685003767897,0.0,0.0,2.5,0.0,3.75,3.333333333333333,3.0,3.076923076923077,2.0,0.0,4.0,1.0,2.019230769230769,2.0,2.0,1.975806451612903,4.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.6363636363636367,7.5,0.0,0.0,139000.0
21,2.3529411764705883,3.0,2.73972602739726,0.6036598191123886,1.0,1.0,0.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,5.0,7.777777777777778,5.0,9.63768115942029,9.333333333333334,1.0,1.0,12.0,13.0,1.0,2.375,2.0,4.0,2.0,0.0,3.0,0.0,5.0,0.0,5.0,0.0,4.957191780821918,1.895253682487725,1.0,0.0,1.0,4.0,1.730728838479311,5.898305084745763,0.0,3.8470233609645814,0.0,0.0,7.5,5.0,5.0,3.333333333333333,2.0,5.384615384615384,6.0,2.5,2.0,3.0,3.525641025641026,1.0,6.0,5.73252688172043,4.0,4.0,2.0,1.6853932584269662,2.0754716981132075,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,9.09090909090909,0.0,6.0,5.0,325300.0
22,1.4705882352941178,4.0,1.2328767123287672,0.28741031573535253,1.0,0.0,3.0,0.0,0.0,4.0,0.0,9.0,2.0,2.0,0.0,1.0,6.666666666666666,7.5,4.202898550724638,0.0,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,2.726883561643836,1.0425531914893618,1.0,0.0,1.0,1.0,1.6257088846880907,0.0,0.0,1.4581763376036172,0.0,0.0,2.5,0.0,3.75,3.333333333333333,2.0,3.076923076923077,6.0,2.5,2.0,1.0,1.1217948717948718,2.0,2.0,1.881720430107527,4.0,4.0,0.0,0.0,0.0,2.025691699604743,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.545454545454545,2.5,8.0,4.0,139400.0
23,0.0,3.0,1.8493150684931505,0.39458739395639064,1.0,1.0,3.0,3.0,0.0,4.0,0.0,5.0,2.0,2.0,0.0,2.0,7.777777777777778,5.0,9.420289855072463,8.666666666666668,3.0,1.0,12.0,13.0,1.0,1.75625,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,7.607020547945206,2.9083469721767594,1.0,0.0,1.0,4.0,3.068683049779458,0.0,0.0,2.752449133383572,0.0,0.0,5.0,0.0,3.75,3.333333333333333,2.0,3.8461538461538463,6.0,2.5,2.0,1.0,3.4294871794871797,1.0,4.0,3.588709677419355,4.0,4.0,2.0,1.2008426966292136,2.142857142857143,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,7.272727272727273,5.0,8.0,4.0,230000.0
24,5.882352941176471,4.0,0.7876712328767123,0.13667063965037743,1.0,0.0,3.0,3.0,0.0,4.0,0.0,10.0,2.0,2.0,4.0,2.0,4.444444444444445,7.5,7.536231884057971,4.333333333333334,1.0,1.0,5.0,5.0,2.0,0.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,1.48830616583983,5.0,0.0,0.8561643835616438,1.702127659574468,1.0,4.0,1.0,4.0,1.5248897290485193,0.0,0.0,1.3677467972871138,3.333333333333333,0.0,2.5,0.0,3.75,3.333333333333333,3.0,3.076923076923077,6.0,2.5,4.0,1.0,2.5961538461538463,2.0,4.0,3.844086021505376,4.0,4.0,2.0,0.702247191011236,1.482479784366577,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.545454545454545,2.5,8.0,4.0,129900.0
25,0.0,3.0,1.5585616438356158,0.3246628806468952,1.0,0.0,0.0,3.0,0.0,4.0,0.0,19.0,2.0,2.0,0.0,2.0,4.444444444444445,8.75,6.956521739130435,8.5,1.0,1.0,9.0,10.0,2.0,0.0,3.0,2.0,1.0,3.0,3.0,2.0,4.0,0.3330970942593905,0.0,4.3774574049803405,0.8732876712328768,1.7348608837970538,1.0,0.0,1.0,4.0,1.5248897290485193,0.0,0.0,1.3677467972871138,3.333333333333333,0.0,2.5,0.0,3.75,3.333333333333333,2.0,3.076923076923077,6.0,2.5,4.0,1.0,2.33974358974359,2.0,2.0,1.814516129032258,4.0,4.0,2.0,2.851123595505618,1.2129380053908356,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.6363636363636367,10.0,8.0,4.0,154000.0
26,0.0,3.0,3.047945205479452,0.604360933884877,1.0,0.0,3.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,7.777777777777778,5.0,9.782608695652174,9.5,1.0,1.0,12.0,13.0,3.0,4.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,6.703767123287672,2.5630114566284776,1.0,0.0,1.0,4.0,2.659105229993699,0.0,0.0,2.385079125847777,0.0,0.0,5.0,0.0,3.75,3.333333333333333,2.0,3.8461538461538463,6.0,2.5,2.0,1.0,3.58974358974359,1.0,6.0,5.981182795698925,4.0,4.0,2.0,0.0,0.7547169811320754,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.454545454545454,7.5,8.0,4.0,256300.0
27,0.0,3.0,1.3356164383561644,0.27577181051204747,1.0,0.0,3.0,3.0,0.0,0.0,0.0,12.0,2.0,2.0,0.0,2.0,4.444444444444445,7.5,5.72463768115942,8.333333333333334,1.0,1.0,13.0,14.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,2.0,1.0,0.41459957476966686,4.0,3.1847968545216254,0.7705479452054795,1.4729950900163666,1.0,4.0,1.0,4.0,1.1888258769166142,0.0,0.0,1.0663149962321026,0.0,5.0,2.5,0.0,3.75,3.333333333333333,2.0,2.307692307692308,6.0,0.0,2.0,5.0,3.525641025641026,2.0,4.0,3.870967741935484,4.0,4.0,2.0,1.5589887640449438,0.431266846361186,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.6363636363636367,10.0,8.0,4.0,134800.0
28,0.0,3.0,2.636986301369863,0.4757297436256982,1.0,0.0,3.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,7.777777777777778,5.0,9.782608695652174,9.666666666666666,1.0,1.0,12.0,13.0,3.0,1.25,2.0,4.0,2.0,0.0,3.0,3.0,2.0,2.1580439404677536,5.0,0.0,2.0804794520547945,2.788870703764321,1.0,0.0,1.0,4.0,2.877546733879437,0.0,0.0,2.581009796533534,3.333333333333333,0.0,5.0,0.0,3.75,3.333333333333333,2.0,3.8461538461538463,6.0,2.5,2.0,1.0,3.621794871794872,1.0,6.0,5.188172043010752,4.0,4.0,2.0,0.0,0.6738544474393531,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.6363636363636367,10.0,8.0,4.0,306000.0
29,0.0,3.0,0.8904109589041096,0.7020963331697399,1.0,0.0,0.0,3.0,0.0,1.0,0.0,12.0,2.0,2.0,0.0,2.0,4.444444444444445,6.25,6.159420289855072,7.833333333333333,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,1.0,1.0,2.2625797306874555,5.0,0.0,0.8861301369863013,2.4288052373158755,1.0,4.0,1.0,4.0,2.659105229993699,0.0,0.0,2.385079125847777,3.333333333333333,0.0,2.5,0.0,2.5,3.333333333333333,3.0,3.076923076923077,6.0,5.0,2.0,1.0,1.987179487179487,1.0,2.0,2.1438172043010755,4.0,4.0,2.0,2.0224719101123596,3.477088948787062,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,10.0,0.0,8.0,4.0,207500.0
30,0.5882352941176471,4.0,1.3356164383561644,0.23482670779873333,1.0,0.0,0.0,3.0,0.0,4.0,0.0,3.0,1.0,7.0,0.0,2.0,3.333333333333333,6.25,3.9855072463768115,0.0,1.0,1.0,8.0,8.0,2.0,0.0,3.0,4.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,2.2260273972602738,0.851063829787234,1.0,1.0,0.0,4.0,0.3906742281033396,0.0,0.0,0.35041446872645066,0.0,0.0,2.5,0.0,1.25,3.333333333333333,1.0,1.5384615384615385,6.0,0.0,2.0,5.0,0.8012820512820513,2.0,2.0,1.6129032258064515,1.0,4.0,2.0,0.3441011235955056,0.0,0.8596837944664032,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.6363636363636367,5.0,8.0,4.0,68500.0
31,2.9411764705882355,0.0,0.9931506849315068,0.33653509079436306,1.0,1.0,3.0,3.0,0.0,4.0,0.0,9.0,1.0,2.0,0.0,5.0,3.333333333333333,3.75,3.4782608695652173,0.0,2.0,1.0,3.0,3.0,2.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,2.7782534246575343,1.0621931260229132,1.0,4.0,0.0,4.0,0.661625708884688,3.234866828087167,0.0,1.8519216277317256,0.0,0.0,2.5,0.0,3.75,3.333333333333333,3.0,3.076923076923077,6.0,0.0,2.0,5.0,0.8012820512820513,2.0,2.0,1.6801075268817203,4.0,1.0,0.0,0.0,0.7277628032345014,1.699604743083004,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.454545454545454,5.0,8.0,4.0,40000.0
32,0.0,3.0,1.7071917808219177,0.3385916941269953,1.0,0.0,0.0,3.0,0.0,1.0,0.0,19.0,2.0,2.0,0.0,2.0,4.444444444444445,6.25,6.811594202898551,9.333333333333334,1.0,1.0,6.0,6.0,2.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,5.256849315068494,2.009819967266776,1.0,2.0,1.0,4.0,1.8777567737870196,0.0,0.0,1.6842501883948757,0.0,0.0,2.5,5.0,3.75,3.333333333333333,2.0,3.076923076923077,6.0,0.0,4.0,1.0,2.2756410256410255,2.0,2.0,1.821236559139785,4.0,4.0,2.0,0.0,0.8760107816711591,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,4.545454545454545,5.0,8.0,4.0,149350.0
